emp_no,first_name,last_name,title,from_date,to_date
10095,Hilari,Morton,Senior Staff,1994-03-10,1995-03-10
228575,Takanari,Pelc,Assistant Engineer,1990-08-18,1991-08-18
92920,Huei,Hutter,Technique Leader,1993-01-28,1994-01-28
281180,Phillip,Fontet,Staff,1991-09-03,1992-09-02
252392,Sanjeeva,Peron,Assistant Engineer,1993-12-26,1994-12-26
64790,Shin,Piveteau,Assistant Engineer,1985-04-19,1986-04-19
289909,Hilari,Vecchio,Senior Staff,1993-04-24,1994-04-24
435664,Sham,Chiodo,Senior Engineer,1997-07-28,1998-07-28
404236,Zengping,Kakkar,Senior Engineer,1988-07-22,1989-07-22
205500,Mary,Setiz,Staff,1989-01-13,1990-01-13
421074,Zhaofang,Falster,Assistant Engineer,1994-06-29,1995-06-29
246764,Shuzo,Czaja,Senior Staff,1997-11-29,1998-11-29
69878,Chinya,Cooke,Senior Engineer,1997-01-29,1998-01-29
245396,Gift,Bottner,Senior Staff,1995-03-04,1996-03-03
484142,Perry,Cooman,Engineer,1987-04-23,1988-04-22
261184,Masako,Kornatzky,Engineer,1987-08-29,1988-08-28
15413,Arvin,Rabejac,Assistant Engineer,1994-01-01,1995-01-01
259042,Xiaoqiang,Farrow,Engineer,1997-01-01,1998-01-01
434845,Takushi,Skogmar,Engineer,1985-06-07,1986-06-07
41137,Bikash,Buchter,Technique Leader,1987-11-23,1988-11-22
443485,Marke,Klerer,Assistant Engineer,1990-04-14,1991-04-14
449984,Hinrich,Perin,Senior Staff,1985-11-20,1986-11-20
267059,Moie,Tempesti,Engineer,1991-06-29,1992-06-28
216573,Ashish,Vidya,Staff,1989-06-16,1990-06-16
453996,Sugwoo,Weiland,Engineer,1997-04-23,1998-04-23
442096,Martijn,DiGiano,Assistant Engineer,1990-06-15,1991-06-15
35441,Chandrasekaran,Peek,Senior Engineer,1988-02-07,1989-02-06
232496,Peternela,Klerer,Staff,1986-06-06,1987-06-06
105589,Yechiam,Egerstedt,Technique Leader,1995-12-31,1996-12-30
223593,Hidefumi,Moehrke,Staff,1998-03-04,1999-03-04
453996,Sugwoo,Weiland,Senior Staff,1997-04-23,1998-04-23
481764,Teiji,Marrakchi,Engineer,1986-08-26,1987-08-26
71066,Domenick,Basart,Senior Engineer,1996-01-05,1997-01-04
431576,Masamitsu,Back,Assistant Engineer,1987-03-25,1988-03-24
261986,Gila,Ramsak,Senior Staff,1997-05-13,1998-05-13
236559,Berna,Nanard,Engineer,1989-08-20,1990-08-20
239706,Arunas,Bugrara,Senior Engineer,1997-04-03,1998-04-03
469399,Hongzhu,Ruemmler,Senior Engineer,1999-02-14,2000-02-14
442002,Ravishankar,Baig,Senior Engineer,1992-03-17,1993-03-17
294527,Ashish,Candan,Staff,1992-02-02,1993-02-01
410703,Kitty,Halloran,Assistant Engineer,1997-11-20,1998-11-20
421039,Aemilian,Zedlitz,Senior Engineer,1988-12-23,1989-12-23
89806,Xiadong,Shinomoto,Assistant Engineer,1997-05-24,1998-05-24
278452,Sudhanshu,Toyoshima,Assistant Engineer,1987-08-29,1988-08-28
39036,Changho,Cappelli,Senior Engineer,1996-05-04,1997-05-04
498838,Sanjay,Ciolek,Technique Leader,1989-12-13,1990-12-13
474918,Rasikan,Khalil,Technique Leader,1985-02-10,1985-03-11
233247,Murthy,Angiulli,Senior Staff,1986-08-02,1987-08-02
72918,Takahira,Szilard,Engineer,1988-01-16,1989-01-15
263186,Danny,Lowrie,Senior Staff,1995-09-13,1996-09-12
457489,Berna,Ranst,Assistant Engineer,1985-05-14,1986-05-14
282547,Nahum,Codenie,Senior Engineer,1999-06-14,2000-06-13
476327,Reinhold,Binkley,Senior Engineer,1995-05-29,1996-05-28
54795,Sumant,Nergos,Senior Engineer,1993-05-07,1994-05-07
202031,Annemarie,Peternell,Senior Staff,1994-03-13,1995-03-13
217080,Masami,Puoti,Engineer,2000-01-21,2001-01-20
80203,Shakhar,Baik,Engineer,1993-12-01,1994-12-01
53314,Eberhardt,Carrera,Assistant Engineer,1999-02-23,2000-02-23
240285,Kolar,Greenaway,Technique Leader,1998-11-14,1999-11-14
258470,Weiwu,Butner,Assistant Engineer,1995-02-14,1996-02-14
453688,Chinya,Leslie,Engineer,1995-10-28,1996-10-27
403954,Jeanna,Bratten,Staff,1990-07-26,1991-07-26
84494,Janalee,Loncour,Assistant Engineer,1986-04-12,1987-04-12
40269,Toshiki,Ghazalie,Senior Engineer,1991-12-05,1992-12-04
292515,Bernd,Thummel,Senior Engineer,1989-08-03,1990-08-03
49010,Kazuhisa,Benantar,Senior Staff,1989-10-23,1990-10-23
276563,Gift,Solares,Assistant Engineer,1995-08-01,1996-07-31
278549,Jaana,Werthner,Staff,1989-07-27,1990-07-27
211967,Anwar,Bain,Engineer,1989-01-22,1990-01-22
76178,Chiradeep,Meriste,Staff,1988-05-23,1989-05-23
89680,Aiman,Mawatari,Engineer,1988-05-01,1989-05-01
447232,Aleksander,Schaaf,Engineer,1995-05-26,1996-05-25
64209,Golgen,Schoegge,Senior Engineer,1988-02-26,1989-02-25
292828,Ziya,Tokunaga,Technique Leader,1986-01-08,1987-01-08
481790,Haldun,Erie,Assistant Engineer,1996-09-12,1997-09-12
97018,Jeanna,Chinen,Senior Staff,1989-01-01,1990-01-01
257378,Pascal,Bernatsky,Staff,1988-09-03,1989-09-03
256888,Heather,Pehl,Senior Staff,1993-09-15,1994-09-15
433438,Keiichiro,Miyakawa,Technique Leader,1993-09-12,1994-09-12
81644,Divine,Ghandeharizadeh,Technique Leader,1997-11-28,1998-11-28
403455,Marko,Velardi,Engineer,1992-11-22,1993-11-22
78106,Ashish,Ratnaker,Engineer,1986-11-10,1987-11-10
205789,Limsoon,Skafidas,Assistant Engineer,1999-08-10,2000-08-09
281692,Khosrow,Sommen,Engineer,1990-03-03,1991-03-03
241952,Maya,Anandan,Staff,1996-06-28,1997-06-28
273159,Divine,Hofmeyr,Engineer,1989-04-14,1990-04-14
467591,Kiyotoshi,Hennebert,Senior Engineer,1997-09-21,1998-09-21
279791,Chiranjit,Lyonns,Senior Engineer,1986-12-24,1987-12-24
411143,Goncalo,Barbanera,Assistant Engineer,1996-09-01,1997-09-01
257799,Sushant,Riefers,Senior Engineer,1987-12-05,1988-12-04
489928,Satoru,Janetzko,Assistant Engineer,1997-07-26,1998-07-26
34533,Erzsebet,Shigei,Engineer,1991-01-21,1992-01-21
30695,Gudjon,Majewski,Senior Engineer,1999-10-26,2000-10-25
499495,Baoqiu,Kakkar,Senior Engineer,1999-08-30,2000-08-29
498185,Caolyn,Marciano,Technique Leader,1999-06-06,2000-06-05
96579,Mohan,Tasistro,Engineer,1996-02-10,1997-02-09
424984,Vasilis,Waleschkowski,Senior Engineer,1996-05-26,1997-05-26
260399,Hatem,Birsak,Staff,1989-04-10,1990-04-10
447135,Gennady,Rouquie,Senior Engineer,1989-08-24,1990-08-24
275881,Jiann,Munro,Senior Staff,1988-05-18,1989-05-18
262439,Lorien,Lagarias,Technique Leader,1985-10-10,1986-10-10
34077,Angel,Sichman,Technique Leader,1988-11-16,1989-11-16
90211,Bader,Denis,Staff,1997-10-06,1998-10-06
470456,Reuven,Oehlmann,Engineer,1986-03-29,1987-03-29
85288,Younwoo,Luders,Senior Engineer,1995-03-31,1996-03-30
295254,Xuejun,Pfau,Technique Leader,1985-07-24,1986-07-24
97697,Moie,Karunanithi,Senior Engineer,1990-02-07,1991-02-07
428917,Theron,Billawala,Staff,1989-02-17,1990-02-17
423214,Tsutomu,Tetzlaff,Senior Staff,1987-09-24,1988-09-23
227476,Macha,Schnabel,Engineer,1988-05-11,1989-05-11
200363,Kirk,Quaggetto,Engineer,1987-06-30,1988-06-29
47708,Edwin,Haldar,Engineer,1995-07-12,1996-07-11
38043,Michaela,Randi,Technique Leader,1985-11-23,1986-11-23
106242,Nevio,Thisen,Engineer,1988-03-25,1989-03-25
29954,Pranay,Giarratana,Senior Engineer,1992-09-29,1993-09-29
233394,Khalid,Lenart,Senior Engineer,1995-12-24,1996-12-23
432031,Adamantios,Matzat,Senior Engineer,1987-03-01,1988-02-29
214539,Ingmar,Kohling,Assistant Engineer,1995-04-25,1996-04-24
80850,Koldo,Luit,Technique Leader,1995-04-16,1996-04-15
232697,Barry,Ramsak,Staff,1990-09-07,1991-09-07
17799,Gro,Gini,Senior Engineer,1997-09-28,1998-09-28
234278,Tzu,Impagliazzo,Senior Engineer,1990-11-14,1991-11-14
31599,Qingxiang,Gewali,Senior Engineer,1997-09-22,1998-09-22
297954,Sailaja,Fujisaki,Technique Leader,1995-07-24,1996-07-23
241254,Jagoda,Anguita,Senior Engineer,1993-05-11,1994-05-11
39268,Constantijn,Awdeh,Engineer,1987-10-20,1988-10-19
214866,Gopalakrishnan,Angel,Engineer,1997-07-05,1998-07-05
76598,Keung,Ferriere,Technique Leader,1991-05-13,1992-05-12
427659,Mariusz,Ritcey,Assistant Engineer,1987-03-16,1988-03-15
84163,Zejun,Roisin,Staff,1997-05-26,1998-05-26
229727,Ewing,Millington,Senior Staff,1999-09-28,2000-09-27
437369,Kazuhide,Biran,Assistant Engineer,1995-01-25,1996-01-25
209681,Tianruo,Bratten,Staff,1996-07-28,1997-07-28
81644,Divine,Ghandeharizadeh,Senior Staff,1997-11-28,1998-11-28
282343,Xinglin,Haldar,Staff,1988-07-20,1989-07-20
429381,Limsoon,Roohalamini,Assistant Engineer,1986-11-26,1987-11-26
97661,Avishai,Hegner,Staff,1993-05-08,1994-05-08
497391,Paris,Lieblein,Senior Staff,1999-05-19,2000-05-18
497835,Shuho,Laurillard,Senior Engineer,1999-10-06,2000-10-05
432890,Nalini,Perly,Staff,1999-03-07,2000-03-06
423993,Seshu,Kolvik,Staff,1988-12-09,1989-12-09
481050,Weiru,Burnard,Assistant Engineer,1990-10-15,1991-10-15
431353,Bedir,Reeken,Senior Staff,1991-02-17,1992-02-17
32844,Tadahiko,Melton,Assistant Engineer,1995-01-07,1996-01-07
57934,Sanjoy,Boudaillier,Technique Leader,1989-12-27,1990-12-27
91256,Gunilla,Milicic,Technique Leader,1998-01-09,1999-01-09
79171,Guiseppe,Ellozy,Staff,1991-01-12,1992-01-12
101647,Mori,Homond,Staff,1994-05-10,1995-05-10
405015,Morris,Fargier,Senior Staff,1988-06-29,1989-06-29
69052,Shietung,Shrader,Engineer,1995-08-05,1996-08-04
64431,Faiza,Zongker,Senior Staff,1995-12-10,1996-12-09
51060,Youngkon,Rohrbach,Engineer,1989-10-20,1990-10-20
277316,Vitali,Rothenberg,Engineer,1989-10-04,1990-10-04
440870,Filipp,Hasham,Senior Engineer,1990-07-11,1991-07-11
94442,Bilhanan,Marrakchi,Assistant Engineer,1998-02-03,1999-02-03
255466,Huan,Roccetti,Engineer,1985-07-03,1986-07-03
440997,Manton,Schapiro,Staff,1991-03-26,1992-03-25
443108,Christfried,Atrawala,Senior Staff,1990-07-13,1991-07-13
230498,Kolar,Puppo,Technique Leader,1990-04-25,1991-04-25
263721,Abdulah,Horswill,Senior Staff,1999-06-12,2000-06-11
229364,Dulce,Magliocco,Assistant Engineer,1987-02-13,1987-02-23
52590,Jouni,Munoz,Senior Staff,1995-11-26,1996-11-25
424685,Changho,Veevers,Senior Engineer,1997-03-03,1998-03-02
108988,Oksana,Baek,Engineer,1989-07-20,1990-07-20
27378,Piyawadee,Leppanen,Senior Staff,1999-02-25,2000-02-25
40536,Harngdar,Bernardinello,Staff,1988-02-29,1989-02-28
52956,Khalil,Picci,Senior Engineer,1987-03-21,1988-03-20
484142,Perry,Cooman,Senior Engineer,1987-04-23,1988-04-22
106096,Naftali,Schurmann,Staff,1992-12-02,1993-12-02
476361,Doohun,Preusig,Assistant Engineer,1985-04-13,1986-04-13
35798,Ulf,Oberman,Staff,1997-03-15,1998-03-15
281859,Masanao,Papastamatiou,Senior Staff,1985-11-25,1986-11-25
465501,Mrinalini,Gire,Senior Engineer,1992-11-09,1993-11-09
89207,Along,Erol,Technique Leader,1992-10-16,1993-10-16
290441,Gregory,Collavizza,Engineer,1987-09-09,1988-09-08
214539,Ingmar,Kohling,Staff,1995-04-25,1996-04-24
241567,Emran,Miara,Technique Leader,1989-05-02,1990-05-02
479024,Ewing,Kalorkoti,Senior Staff,1996-12-21,1997-12-21
89664,Pranjal,Rossi,Engineer,1998-07-07,1999-07-07
76847,Mariusz,Weiland,Staff,1989-08-16,1990-08-16
218100,Jiong,Garnham,Technique Leader,1990-01-02,1991-01-02
424797,Theron,Itschner,Assistant Engineer,1985-05-16,1986-05-16
471911,Arun,Zaccaria,Staff,1990-05-31,1991-05-31
202291,Ortrun,Schmiedel,Senior Staff,1997-07-18,1998-07-18
276186,Sajjad,Vecchi,Technique Leader,1993-06-02,1994-06-02
213140,Tru,Danecki,Engineer,1997-03-31,1998-03-31
31170,Tuval,Waleschkowski,Senior Engineer,1987-10-16,1988-10-15
92454,Visit,McFarlan,Assistant Engineer,1987-10-22,1988-10-21
488632,Irena,Baalen,Staff,1999-11-22,2000-11-21
429087,Hugh,Senzako,Senior Staff,1992-10-15,1993-10-15
270821,Hatem,Bierbaum,Staff,1999-09-07,2000-04-11
83714,Ohad,Kilgore,Senior Staff,1990-07-01,1991-07-01
299580,Luisa,Itzfeldt,Staff,1997-01-23,1998-01-23
262636,Tamiya,Reutenauer,Engineer,1985-06-02,1986-06-02
72194,Feiyu,Siepmann,Senior Engineer,1998-10-01,1999-10-01
432890,Nalini,Perly,Assistant Engineer,1999-03-07,2000-03-06
58147,Shigenori,Sullins,Technique Leader,1988-02-24,1989-02-23
58384,Mariusz,Vural,Engineer,1993-11-14,1994-11-14
246146,Zhongwei,Melski,Technique Leader,1987-09-04,1988-09-03
497409,Reinhard,Erde,Engineer,1992-12-04,1993-12-04
285905,Kellyn,Bage,Senior Engineer,1994-11-04,1995-11-04
262439,Lorien,Lagarias,Senior Staff,1985-10-10,1986-10-10
205660,Kien,Barreiro,Senior Staff,1997-08-25,1998-08-25
219047,Aemilian,Kusalik,Technique Leader,1987-05-27,1988-05-26
46811,Junsik,Berendt,Engineer,1988-04-27,1989-04-27
403237,Muneo,Gunderson,Technique Leader,1985-12-08,1986-12-08
254399,Armond,Lores,Engineer,1999-09-16,2000-09-15
239748,Bilhanan,Dusink,Assistant Engineer,1988-06-04,1989-06-04
102620,Adin,Templeman,Technique Leader,1997-12-10,1998-12-10
432121,Alair,Straney,Senior Staff,1986-11-15,1987-11-15
80203,Shakhar,Baik,Technique Leader,1993-12-01,1994-12-01
452970,Mari,Fargier,Staff,1992-08-18,1993-08-18
444643,Berna,Schonegge,Assistant Engineer,1998-06-28,1999-06-28
468417,Kamakshi,Huhdanpaa,Assistant Engineer,1993-08-26,1994-08-26
64984,Eldridge,Eldridge,Staff,1986-06-24,1987-06-24
74344,Hiroyasu,Provine,Technique Leader,1994-11-25,1995-11-25
221126,Tesuya,dAstous,Assistant Engineer,1988-11-29,1989-11-29
204470,Hein,Lichtner,Assistant Engineer,1995-04-03,1996-04-01
24080,Jaana,Perez,Staff,1996-03-11,1997-03-11
231671,Chandrasekaran,Pearson,Staff,1995-04-14,1996-04-13
109611,Jamaludin,Lalonde,Assistant Engineer,1994-07-09,1995-07-09
475538,Christophe,Leaver,Staff,1998-10-31,1999-10-31
231043,Torsten,Slobodova,Assistant Engineer,1992-07-20,1993-07-20
437369,Kazuhide,Biran,Senior Staff,1995-01-25,1996-01-25
222311,Miyeon,Billingsley,Assistant Engineer,1992-12-05,1993-12-05
85216,Ferdinand,Rosiles,Assistant Engineer,1997-07-08,1998-07-08
68633,Chinhyun,Rassart,Staff,1993-07-29,1994-07-29
492052,Udo,Ratnakar,Assistant Engineer,1999-11-30,2000-11-29
268890,Somnath,Uhrik,Senior Engineer,1988-01-14,1989-01-13
19236,Elzbieta,Morris,Senior Staff,1988-07-12,1989-07-12
490240,Kazunori,Orlowska,Staff,1996-06-18,1997-06-18
467176,Przemyslawa,Borovoy,Senior Engineer,1993-06-18,1994-06-18
105589,Yechiam,Egerstedt,Assistant Engineer,1995-12-31,1996-12-30
221369,Abdulah,Pocchiola,Staff,1996-08-28,1997-08-28
422146,Kenton,Miara,Senior Staff,1999-05-14,2000-05-13
275263,Vojin,Laventhal,Senior Engineer,1991-10-18,1992-10-17
450255,Udo,Waymire,Senior Staff,1986-06-14,1987-06-14
216062,Shuichi,Anick,Assistant Engineer,1985-11-24,1986-11-24
221369,Abdulah,Pocchiola,Senior Staff,1996-08-28,1997-08-28
421755,Shichao,Thiria,Assistant Engineer,1989-01-11,1990-01-11
83509,Breannda,Collavizza,Senior Engineer,1989-10-12,1990-10-12
26617,Berto,Bruckman,Staff,1991-11-23,1992-11-22
248953,Percy,Sudbeck,Engineer,1996-08-29,1997-08-29
207551,Baziley,Falck,Technique Leader,1995-02-18,1996-02-18
414027,Tadanori,Msuda,Engineer,1988-11-06,1989-11-06
455726,Qiwen,Kriebel,Senior Engineer,1987-12-13,1988-12-12
268890,Somnath,Uhrik,Technique Leader,1988-01-14,1989-01-13
402223,Fai,Breugel,Senior Staff,1995-02-27,1996-02-27
449189,Jahangir,Bernatsky,Staff,1995-09-30,1996-09-29
235269,Keiichiro,Feldmann,Senior Staff,1997-12-20,1998-12-20
207779,Chinya,Kamble,Staff,1992-05-31,1993-05-31
64828,Krister,Pappas,Assistant Engineer,1999-09-30,2000-09-29
418606,Michaela,Otillio,Engineer,1994-01-05,1995-01-05
284300,Ishfaq,Mahmud,Engineer,1991-11-29,1992-11-28
261184,Masako,Kornatzky,Senior Staff,1987-08-29,1988-08-28
425437,Moni,Staudhammer,Engineer,1999-03-23,2000-03-22
293752,Jungsoon,Bail,Senior Engineer,1986-02-18,1987-02-18
259718,Stepehn,Bouloucos,Staff,1991-09-17,1992-09-16
497835,Shuho,Laurillard,Assistant Engineer,1999-10-06,2000-10-05
278239,Boaz,Bottner,Senior Staff,1994-02-06,1995-02-06
256837,Bezalel,Jording,Staff,1991-01-16,1992-01-16
431887,Poorav,Ranst,Senior Engineer,1996-06-01,1997-06-01
95406,Alair,Lyonns,Senior Engineer,1997-07-12,1998-07-12
464303,Abdelghani,Nyrup,Senior Staff,1986-08-02,1987-08-02
34780,Moni,Kohling,Senior Staff,1994-07-21,1995-07-21
488632,Irena,Baalen,Senior Staff,1999-11-22,2000-11-21
469104,Nadjib,Comellas,Assistant Engineer,1996-04-18,1997-04-18
446306,Hercules,Kabayashi,Assistant Engineer,1991-06-10,1992-06-09
92438,Aria,Kilgore,Assistant Engineer,1989-02-27,1990-02-27
441965,Claudi,Heijenga,Technique Leader,1988-08-30,1989-08-30
410592,Tonia,Shigei,Technique Leader,1993-03-13,1994-03-13
107737,Fabrizio,Chleq,Staff,1999-07-31,2000-07-30
250411,Ranga,Sommen,Senior Engineer,1989-01-20,1990-01-20
78469,Leucio,Cappelli,Staff,1997-08-22,1998-08-22
109278,Bangqing,Schach,Senior Engineer,1988-03-22,1989-03-22
20129,Rafael,Skafidas,Staff,1991-03-28,1992-03-27
220799,Perla,Orlowska,Assistant Engineer,1990-12-03,1991-12-03
214866,Gopalakrishnan,Angel,Senior Staff,1997-07-05,1998-07-05
425540,Paddy,Zumaque,Staff,1995-11-12,1996-11-11
490551,Lalit,Lindqvist,Engineer,1998-11-07,1999-11-07
406125,Georgi,Portugali,Assistant Engineer,1987-09-27,1988-09-26
263325,Dinkar,Sinicrope,Senior Engineer,1985-07-12,1985-12-22
258124,Mariusz,Zolotykh,Staff,1990-07-28,1991-07-28
47016,Toong,Litecky,Senior Staff,1989-03-01,1990-03-01
233690,Cedric,Riefers,Senior Staff,1994-09-08,1995-09-08
209565,Dante,Covnot,Assistant Engineer,1989-05-28,1990-05-28
61983,Sastry,Reeken,Senior Engineer,1990-07-24,1991-07-24
17970,Filipp,Carrere,Assistant Engineer,1989-01-09,1990-01-09
290441,Gregory,Collavizza,Senior Engineer,1987-09-09,1988-09-08
481807,Taegyun,Vieri,Senior Staff,1988-06-17,1989-03-03
408953,Jolita,Claffy,Senior Staff,1993-12-24,1994-12-24
33722,Anwar,Collette,Senior Staff,1994-03-22,1995-03-22
219047,Aemilian,Kusalik,Senior Staff,1987-05-27,1988-05-26
420694,Frazer,Barbanera,Senior Engineer,1986-11-04,1987-11-04
401420,Florian,Uhrig,Senior Staff,1987-01-31,1988-01-31
280836,Ipke,Farrar,Staff,1991-03-04,1992-03-03
424984,Vasilis,Waleschkowski,Staff,1996-05-26,1997-05-26
233785,Baziley,Ballarin,Engineer,1987-07-28,1988-07-27
491632,Gadiel,Perly,Senior Engineer,1986-10-20,1987-10-20
92443,Girolamo,Bellmore,Assistant Engineer,1996-12-04,1997-12-04
19350,Satoru,Yoshizawa,Assistant Engineer,1994-03-27,1995-03-27
246764,Shuzo,Czaja,Senior Engineer,1997-11-29,1998-11-29
210017,Shalesh,Lovengreen,Assistant Engineer,1990-09-29,1991-09-29
473268,Hugo,Sgarro,Senior Engineer,1992-04-24,1993-04-24
287983,Randi,Munos,Senior Engineer,1990-09-07,1991-09-07
233247,Murthy,Angiulli,Staff,1986-08-02,1987-08-02
434845,Takushi,Skogmar,Senior Staff,1985-06-07,1986-06-07
408114,Geoffrey,Ladret,Engineer,1994-01-03,1995-01-03
493048,Muzhong,Berztiss,Technique Leader,1995-01-23,1996-01-23
247089,Seongbae,Schahn,Technique Leader,1992-12-10,1993-12-10
26503,Shietung,Billingsley,Senior Staff,1998-11-07,1998-12-02
23396,Hilari,Fairtlough,Senior Engineer,1986-12-15,1987-12-15
435588,Genta,Pepe,Senior Engineer,1994-04-12,1995-04-12
80432,Stella,Figueira,Assistant Engineer,1990-03-14,1991-03-14
82098,Poornachandra,Wilharm,Senior Engineer,1991-04-20,1992-04-19
238112,Miomir,Frezza,Engineer,1991-05-25,1992-05-24
493031,Hironoby,Jakobus,Senior Staff,1991-07-30,1992-07-29
442490,Navid,Luke,Engineer,1994-10-17,1995-10-17
40773,Shimshon,Aingworth,Senior Staff,1986-04-13,1987-04-13
107486,Siamak,Luiz,Technique Leader,1987-02-11,1988-02-11
465085,Vidar,Gunderson,Assistant Engineer,1996-03-18,1997-03-18
63566,Heekeun,Slaats,Senior Engineer,1999-01-12,2000-01-12
108316,Shai,Stellhorn,Engineer,1992-05-21,1993-05-21
258643,Przemyslawa,Esposito,Senior Engineer,1992-02-27,1993-02-26
71710,Hitomi,Takanami,Assistant Engineer,1997-12-15,1998-12-15
58141,Bezalel,Karner,Engineer,1994-09-27,1995-09-27
50311,Mooi,Stafford,Senior Staff,1996-10-06,1997-10-06
488788,Wuxu,Garigliano,Staff,1990-09-21,1991-09-21
276472,Hideyuki,Flanders,Technique Leader,1988-11-10,1989-11-10
402664,Subhada,Janetzko,Technique Leader,1987-01-25,1988-01-25
298953,Zita,Syang,Staff,1998-12-29,1999-12-29
429532,Bartek,Vendrig,Assistant Engineer,1991-11-12,1992-11-11
404788,Basem,Beausoleil,Engineer,1998-03-16,1999-03-16
244624,Boaz,Seuren,Senior Engineer,1987-03-27,1988-03-26
12155,Keiichiro,Glinert,Engineer,1993-09-16,1994-09-16
418566,Kazuhide,Snedden,Technique Leader,1996-06-14,1997-06-14
276445,Atilio,Randi,Senior Engineer,1988-07-02,1989-07-02
418606,Michaela,Otillio,Senior Engineer,1994-01-05,1995-01-05
402025,Shigehito,Duclos,Senior Engineer,1987-09-20,1988-09-19
291349,Constantijn,Rusterholz,Assistant Engineer,1998-08-28,1998-11-13
292110,Menkae,Showalter,Senior Engineer,1996-08-09,1997-08-09
229386,Pohua,Tasistro,Technique Leader,1989-06-02,1990-06-02
244624,Boaz,Seuren,Engineer,1987-03-27,1988-03-26
216342,Aiichiro,Cromarty,Technique Leader,1995-06-10,1996-06-09
414091,Wuxu,Kuhnemann,Staff,1997-08-19,1998-08-19
412404,Mitsuyuki,Jeansoulin,Technique Leader,1999-10-28,2000-10-27
80067,Kazuhisa,Weiland,Senior Engineer,1985-11-09,1986-11-09
406537,Martien,Ranum,Engineer,1993-03-15,1994-03-15
244605,Masoud,Suwa,Senior Engineer,1989-11-25,1990-11-25
52970,Lobel,Werthner,Senior Staff,1988-03-17,1989-03-17
432257,Kwangjo,Hiltgen,Technique Leader,1998-12-22,1999-12-22
471939,Kazuhiko,Marshall,Assistant Engineer,1999-11-16,2000-11-15
288166,Masoud,Asmuth,Senior Staff,1994-09-05,1995-09-05
65539,Aksel,Picaronny,Senior Engineer,1991-01-27,1992-01-27
437369,Kazuhide,Biran,Staff,1995-01-25,1996-01-25
262636,Tamiya,Reutenauer,Assistant Engineer,1985-06-02,1986-06-02
13499,Kazuhiko,Sidou,Staff,1991-09-01,1992-08-31
459429,Mohit,Verhaegen,Technique Leader,1992-05-27,1993-05-27
79640,Marl,Litzkow,Staff,1991-10-12,1992-10-11
236315,IEEE,Raczkowsky,Assistant Engineer,1996-07-24,1997-07-24
446424,DAIDA,Nooteboom,Engineer,1985-11-24,1986-11-24
233426,Etsuo,Usery,Technique Leader,1995-03-02,1996-03-01
468659,Ranga,Lemarechal,Assistant Engineer,1989-11-05,1990-11-05
201739,Genta,Terekhov,Staff,1998-07-21,1999-07-21
79895,Fei,Murtagh,Engineer,1986-01-19,1987-01-19
488142,Denis,Narlikar,Senior Engineer,1991-07-01,1992-06-30
73903,Bartek,Cappello,Staff,1988-07-28,1989-07-28
20720,Heejo,Brodie,Technique Leader,1996-12-27,1997-05-17
469805,Chaosheng,Shobatake,Staff,1991-07-03,1992-07-02
424845,Salvador,Peres,Senior Staff,1995-04-24,1996-04-23
273159,Divine,Hofmeyr,Technique Leader,1989-04-14,1990-04-14
55857,Adin,Scallan,Senior Engineer,1987-09-15,1988-09-14
84451,Shiv,Aumann,Senior Staff,1998-06-14,1999-06-14
495969,Geoffrey,Panienski,Assistant Engineer,1988-11-28,1989-11-28
56209,Remzi,Douceur,Engineer,1992-12-01,1993-12-01
444070,Heping,Skrikant,Senior Staff,1990-11-27,1991-11-27
12155,Keiichiro,Glinert,Assistant Engineer,1993-09-16,1994-09-16
497007,Oldrich,Adachi,Engineer,1997-04-03,1998-04-03
416383,Nectarios,Itschner,Assistant Engineer,1990-03-02,1991-03-02
292901,Shuky,Journel,Assistant Engineer,1985-02-14,1986-02-14
296664,Dipayan,Geffroy,Technique Leader,1987-09-17,1988-09-16
220418,Poorav,Laventhal,Staff,1997-08-16,1998-08-16
273159,Divine,Hofmeyr,Staff,1989-04-14,1990-04-14
211569,Zhonghua,Snyers,Senior Engineer,1988-10-08,1989-10-08
92577,Zhanqiu,Farrow,Staff,1999-01-10,2000-01-10
53746,Manu,Erva,Assistant Engineer,1989-03-17,1990-03-17
88965,Mang,Hedayat,Senior Staff,1995-05-22,1996-05-21
264322,Leandro,Swist,Senior Staff,1991-01-06,1992-01-06
252318,Keung,Simmel,Senior Staff,1995-11-17,1996-11-16
213016,Yongmao,Fontan,Technique Leader,1993-07-26,1994-07-26
265039,Navid,Staudhammer,Senior Engineer,1992-10-18,1993-10-18
423214,Tsutomu,Tetzlaff,Assistant Engineer,1987-09-24,1988-09-23
240011,Heather,Luef,Engineer,1989-02-24,1990-02-24
465409,Shahid,Varman,Assistant Engineer,1985-08-27,1986-08-27
288665,Horward,Khasidashvili,Technique Leader,1998-11-19,1999-11-19
430054,Erzsebet,Setiz,Engineer,1993-06-10,1994-06-10
35793,Oscar,Kusalik,Assistant Engineer,1991-05-11,1992-05-10
204425,Gretta,Huttel,Technique Leader,1990-10-08,1991-10-08
414808,Aris,Sambasivam,Senior Engineer,1988-02-21,1989-02-20
229404,Gilbert,Kilgour,Staff,1996-04-05,1997-04-05
289807,Soenke,Lemarechal,Engineer,1994-09-04,1995-09-04
74237,Jaihie,Vilarrasa,Senior Staff,1992-03-03,1993-03-03
42778,Shuji,Remmers,Engineer,1987-12-18,1988-12-17
